Codigo Asentamiento,Codigo,Nombre Asentamiento,Nombre Asentamiento Min,Codigo Provincia,Codigo Departamento,Codigo Municipio,Codigo Localidad,Codigo Asentamiento Humano,Provincia,Departamento,Departamento Min,Municipio,Municipio Min,Cordon,Cuenca,Tipo Asentamiento,Lat,Lng,Fuente,Observaciones,Seccion Electoral,Cp
061610161020000,061610161020000,PUEBLO GOUIN,Pueblo Gouin,06,161,0161,020,000,Buenos Aires,CARMEN DE ARECO,Carmen De Areco,CARMEN DE ARECO,Carmen de Areco,0,,LS,-34.495119141600000,-59.802973738299900,INDEC,,SEGUNDA,
061610161030000,061610161030000,TRES SARGENTOS,Tres Sargentos,06,161,0161,030,000,Buenos Aires,CARMEN DE ARECO,Carmen De Areco,CARMEN DE ARECO,Carmen de Areco,0,,LS,-34.466477830099900,-60.000869742200000,INDEC,,SEGUNDA,6727
061680168010000,061680168010000,CASTELLI,Castelli,06,168,0168,010,000,Buenos Aires,CASTELLI,Castelli,CASTELLI,Castelli,0,,LS,-36.091694119400000,-57.807180161900000,INDEC,,QUINTA,7114
061680168020000,061680168020000,CENTRO GUERRERO,Centro Guerrero,06,168,0168,020,000,Buenos Aires,CASTELLI,Castelli,CASTELLI,Castelli,0,,LS,-36.057062193999900,-57.823542259200000,INDEC,,QUINTA,7114
061680168030000,061680168030000,CERRO DE LA GLORIA (CANAL 15),Cerro De La Gloria (Canal 15),06,168,0168,030,000,Buenos Aires,CASTELLI,Castelli,CASTELLI,Castelli,0,,LS,-35.976053059999900,-57.448735444800000,INDEC,,QUINTA,
061750175010000,061750175010000,COLON,Colon,06,175,0175,010,000,Buenos Aires,COLON,Colon,COLON,Colon,0,,LS,-33.897863360599900,-61.099560506400000,INDEC,,SEGUNDA,2720
061750175030000,061750175030000,PEARSON,Pearson,06,175,0175,030,000,Buenos Aires,COLON,Colon,COLON,Colon,0,,LS,-33.651896302700000,-60.892223987999900,INDEC,,SEGUNDA,2711
061750175040000,061750175040000,SARASA,Sarasa,06,175,0175,040,000,Buenos Aires,COLON,Colon,COLON,Colon,0,,LS,-34.052335309199900,-61.201904091499900,INDEC,,SEGUNDA,2721
061820182010000,061820182010000,BAJO HONDO,Bajo Hondo,06,182,0182,010,000,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel De Marina L Rosales,CORONEL DE MARINA L ROSALES,Coronel de Marina L. Rosales,0,,LS,-38.764815992800000,-61.918405109299900,INDEC,,SEXTA,8115
061820182020000,061820182020000,BALNEARIO PEHUEN CO,Balneario Pehuen Co,06,182,0182,020,000,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel De Marina L Rosales,CORONEL DE MARINA L ROSALES,Coronel de Marina L. Rosales,0,,LS,-38.996196394899900,-61.547199008699900,INDEC,,SEXTA,
061820182025000,061820182025000,PAGO CHICO,Pago Chico,06,182,0182,025,000,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel De Marina L Rosales,CORONEL DE MARINA L ROSALES,Coronel de Marina L. Rosales,0,,LS,-38.783940279900000,-62.119519475700000,INDEC,,SEXTA,
061820182050000,061820182050000,VILLA GENERAL ARIAS,Villa General Arias,06,182,0182,050,000,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel De Marina L Rosales,CORONEL DE MARINA L ROSALES,Coronel de Marina L. Rosales,0,,LS,-38.806900141100000,-62.094985395400000,INDEC,,SEXTA,8101
061890189010000,061890189010000,APARICIO,Aparicio,06,189,0189,010,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.620494912100000,-60.880960342599900,INDEC,,SEXTA,8158
061890189020000,061890189020000,BALNEARIO MARISOL,Balneario Marisol,06,189,0189,020,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.922490689000000,-60.532977447199900,INDEC,,SEXTA,
061890189030000,061890189030000,CORONEL DORREGO,Coronel Dorrego,06,189,0189,030,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.716623914800000,-61.288494888000000,INDEC,,SEXTA,8150
061890189040000,061890189040000,EL PERDIDO,El Perdido,06,189,0189,040,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.675775278800000,-61.088442179799900,INDEC,,SEXTA,
061890189050000,061890189050000,FARO,Faro,06,189,0189,050,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.796678109600000,-61.068877213500000,INDEC,,SEXTA,8150
061890189060000,061890189060000,IRENE,Irene,06,189,0189,060,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.554342634299900,-60.695493874800000,INDEC,,SEXTA,7507
061890189070000,061890189070000,ORIENTE,Oriente,06,189,0189,070,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.738849114600000,-60.609223815100000,INDEC,,SEXTA,7509
061890189075000,061890189075000,LA RUTA,La Ruta,06,189,0189,075,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.653416410699900,-60.860855768599900,INDEC,,SEXTA,
061890189080000,061890189080000,SAN ROMAN,San Roman,06,189,0189,080,000,Buenos Aires,CORONEL DORREGO,Coronel Dorrego,CORONEL DORREGO,Coronel Dorrego,0,,LS,-38.741555088500000,-61.537720011200000,INDEC,,SEXTA,8154
061960196010000,061960196010000,CORONEL PRINGLES,Coronel Pringles,06,196,0196,010,000,Buenos Aires,CORONEL PRINGLES,Coronel Pringles,CORONEL PRINGLES,Coronel Pringles,0,,LS,-37.986521055700000,-61.354071566099900,INDEC,,SEXTA,7530
061960196020000,061960196020000,EL DIVISORIO,El Divisorio,06,196,0196,020,000,Buenos Aires,CORONEL PRINGLES,Coronel Pringles,CORONEL PRINGLES,Coronel Pringles,0,,LS,-38.323563603099900,-61.445057812800000,INDEC,,SEXTA,7531
061960196030000,061960196030000,EL PENSAMIENTO,El Pensamiento,06,196,0196,030,000,Buenos Aires,CORONEL PRINGLES,Coronel Pringles,CORONEL PRINGLES,Coronel Pringles,0,,LS,-38.215409427499900,-61.314584777100000,INDEC,,SEXTA,7531
061960196040000,061960196040000,INDIO RICO,Indio Rico,06,196,0196,040,000,Buenos Aires,CORONEL PRINGLES,Coronel Pringles,CORONEL PRINGLES,Coronel Pringles,0,,LS,-38.329377096800000,-60.886634026599900,INDEC,,SEXTA,7501
061960196050000,061960196050000,LARTIGAU,Lartigau,06,196,0196,050,000,Buenos Aires,CORONEL PRINGLES,Coronel Pringles,CORONEL PRINGLES,Coronel Pringles,0,,LS,-38.445919036600000,-61.566096860499900,INDEC,,SEXTA,7531
062030203010000,062030203010000,CASCADAS,Cascadas,06,203,0203,010,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.289961582499900,-62.297168245700000,INDEC,,SEXTA,
062030203020000,062030203020000,CORONEL SUAREZ,Coronel Suarez,06,203,0203,020,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.459622493900000,-61.931753011399900,INDEC,,SEXTA,7540
062030203030000,062030203030000,CURA MALAL,Cura Malal,06,203,0203,030,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.484301869900000,-62.103619598599900,INDEC,,SEXTA,7548
062030203040000,062030203040000,D'ORBIGNY,D'orbigny,06,203,0203,040,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.677229308800000,-61.705260854700000,INDEC,,SEXTA,
062030203050000,062030203050000,HUANGUELEN,Huanguelen,06,203,0203,050,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.062228820999900,-61.929752908799900,INDEC,,SEXTA,7545
062030203060000,062030203060000,PASMAN,Pasman,06,203,0203,060,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.223435140399900,-62.160225916999900,INDEC,,SEXTA,7547
062030203070000,062030203070000,SAN JOSE,San Jose,06,203,0203,070,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.507748026000000,-61.921147308499900,INDEC,,SEXTA,6665
062030203080000,062030203080000,SANTA MARIA,Santa Maria,06,203,0203,080,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.556585677500000,-61.872634363400000,INDEC,,SEXTA,6071
062030203090000,062030203090000,SANTA TRINIDAD,Santa Trinidad,06,203,0203,090,000,Buenos Aires,CORONEL SUAREZ,Coronel Suarez,CORONEL SUAREZ,Coronel Suarez,0,,LS,-37.489103651000000,-61.925276122000000,INDEC,,SEXTA,7541
062100210010000,062100210010000,CASTILLA,Castilla,06,210,0210,010,000,Buenos Aires,CHACABUCO,Chacabuco,CHACABUCO,Chacabuco,0,,LS,-34.613124701499900,-59.900519458100000,INDEC,,CUARTA,6616
062100210020000,062100210020000,CHACABUCO,Chacabuco,06,210,0210,020,000,Buenos Aires,CHACABUCO,Chacabuco,CHACABUCO,Chacabuco,0,,LS,-34.642984399900000,-60.470184350399900,INDEC,,CUARTA,6740
062100210030000,062100210030000,LOS ANGELES,Los Angeles,06,210,0210,030,000,Buenos Aires,CHACABUCO,Chacabuco,CHACABUCO,Chacabuco,0,,LS,-34.457506400000000,-60.180184513199900,INDEC,,CUARTA,2743
062100210040000,062100210040000,O'HIGGINS,O'higgins,06,210,0210,040,000,Buenos Aires,CHACABUCO,Chacabuco,CHACABUCO,Chacabuco,0,,LS,-34.585470786800000,-60.698632584099900,INDEC,,CUARTA,
062100210050000,062100210050000,RAWSON,Rawson,06,210,0210,050,000,Buenos Aires,CHACABUCO,Chacabuco,CHACABUCO,Chacabuco,0,,LS,-34.608637433699900,-60.067710676099900,INDEC,,CUARTA,6734
062170217003000,062170217003000,BARRIO LOMAS ALTAS,Barrio Lomas Altas,06,217,0217,003,000,Buenos Aires,CHASCOMUS,Chascomus,CHASCOMUS,Chascomus,0,,LS,-35.573988922900000,-58.068043647499900,INDEC,,QUINTA,
062170217015000,062170217015000,LAGUNA VITEL,Laguna Vitel,06,217,0217,015,000,Buenos Aires,CHASCOMUS,Chascomus,CHASCOMUS,Chascomus,0,,LS,-35.540416928900000,-58.134919420099900,INDEC,,QUINTA,
062170217030000,062170217030000,VILLA PARQUE GIRADO,Villa Parque Girado,06,217,0217,030,000,Buenos Aires,CHASCOMUS,Chascomus,CHASCOMUS,Chascomus,0,,LS,-35.628269638600000,-58.014552440000000,INDEC,,QUINTA,
062170466020000,062170466020000,MANUEL J. COBO,Manuel J. Cobo,06,217,0466,020,000,Buenos Aires,CHASCOMUS,Lezama,LEZAMA,Lezama,0,,LS,-35.874824873400000,-57.896422676100000,INDEC,,QUINTA,
062240224010000,062240224010000,CHIVILCOY,Chivilcoy,06,224,0224,010,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-34.898016377300000,-60.018884102999900,INDEC,,CUARTA,6620
062240224020000,062240224020000,EMILIO AYARZA,Emilio Ayarza,06,224,0224,020,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-34.746060108400000,-60.039231419300000,INDEC,,CUARTA,
062240224030000,062240224030000,GOROSTIAGA,Gorostiaga,06,224,0224,030,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-34.839127302800000,-59.864667198399900,INDEC,,CUARTA,6632
062240224040000,062240224040000,LA RICA,La Rica,06,224,0224,040,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-34.973918953899900,-59.863930207000000,INDEC,,CUARTA,6623
062240224050000,062240224050000,MOQUEHUA,Moquehua,06,224,0224,050,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-35.092658285399900,-59.774530297200000,INDEC,,CUARTA,
062240224060000,062240224060000,RAMON BIAUS,Ramon Biaus,06,224,0224,060,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-35.085845521300000,-59.923668259199900,INDEC,,CUARTA,6627
062240224070000,062240224070000,SAN SEBASTIAN,San Sebastian,06,224,0224,070,000,Buenos Aires,CHIVILCOY,Chivilcoy,CHIVILCOY,Chivilcoy,0,,LS,-34.944378381500000,-59.701859736899900,INDEC,,CUARTA,6623
062310231010000,062310231010000,ANDANT,Andant,06,231,0231,010,000,Buenos Aires,DAIREAUX,Daireaux,DAIREAUX,Daireaux,0,,LS,-36.564057980500000,-62.132400977800000,INDEC,,SEXTA,6555
062310231020000,062310231020000,ARBOLEDAS,Arboledas,06,231,0231,020,000,Buenos Aires,DAIREAUX,Daireaux,DAIREAUX,Daireaux,0,,LS,-36.882770853899900,-61.487817906099900,INDEC,,SEXTA,
062310231030000,062310231030000,DAIREAUX,Daireaux,06,231,0231,030,000,Buenos Aires,DAIREAUX,Daireaux,DAIREAUX,Daireaux,0,,LS,-36.600174921399900,-61.745013265399900,INDEC,,SEXTA,6555
062310231040000,062310231040000,LA LARGA,La Larga,06,231,0231,040,000,Buenos Aires,DAIREAUX,Daireaux,DAIREAUX,Daireaux,0,,LS,-36.674925638600000,-61.929195227299900,INDEC,,SEXTA,6555
062310231060000,062310231060000,SALAZAR,Salazar,06,231,0231,060,000,Buenos Aires,DAIREAUX,Daireaux,DAIREAUX,Daireaux,0,,LS,-36.307117163500000,-62.200336589899900,INDEC,,SEXTA,6471
062380238010000,062380238010000,DOLORES,Dolores,06,238,0238,010,000,Buenos Aires,DOLORES,Dolores,DOLORES,Dolores,0,,LS,-36.316121574000000,-57.675265733400000,INDEC,,QUINTA,7100
062380238020000,062380238020000,SEVIGNE,Sevigne,06,238,0238,020,000,Buenos Aires,DOLORES,Dolores,DOLORES,Dolores,0,,LS,-36.206728427000000,-57.741370729700000,INDEC,,QUINTA,7101
062660266010000,062660266010000,ARROYO DE LA CRUZ,Arroyo De La Cruz,06,266,0266,010,000,Buenos Aires,EXALTACION DE LA CRUZ,Exaltacion De La Cruz,EXALTACION DE LA CRUZ,Exaltacion de La Cruz,0,,LS,-34.336378690899900,-59.109414971800000,INDEC,,SEGUNDA,2813
062660266020000,062660266020000,CAPILLA DEL SEÑOR,Capilla Del Señor,06,266,0266,020,000,Buenos Aires,EXALTACION DE LA CRUZ,Exaltacion De La Cruz,EXALTACION DE LA CRUZ,Exaltacion de La Cruz,0,,LS,-34.291210866800000,-59.101523272400000,INDEC,,SEGUNDA,
062660266030000,062660266030000,DIEGO GAYNOR,Diego Gaynor,06,266,0266,030,000,Buenos Aires,EXALTACION DE LA CRUZ,Exaltacion De La Cruz,EXALTACION DE LA CRUZ,Exaltacion de La Cruz,0,,LS,-34.288973975300000,-59.222781222700000,INDEC,,SEGUNDA,2812
062660266050000,062660266050000,PARADA ORLANDO,Parada Orlando,06,266,0266,050,000,Buenos Aires,EXALTACION DE LA CRUZ,Exaltacion De La Cruz,EXALTACION DE LA CRUZ,Exaltacion de La Cruz,0,,LS,-34.327300355200000,-59.075990546000000,INDEC,,SEGUNDA,
062770277010000,062770277010000,BLAQUIER,Blaquier,06,277,0277,010,000,Buenos Aires,FLORENTINO AMEGHINO,Florentino Ameghino,FLORENTINO AMEGHINO,Florentino Ameghino,0,,LS,-34.635661633300000,-62.478682132199900,INDEC,,CUARTA,6065
062770277020000,062770277020000,FLORENTINO AMEGHINO,Florentino Ameghino,06,277,0277,020,000,Buenos Aires,FLORENTINO AMEGHINO,Florentino Ameghino,FLORENTINO AMEGHINO,Florentino Ameghino,0,,LS,-34.846677699200000,-62.467157580500000,INDEC,,CUARTA,6064
062770277030000,062770277030000,PORVENIR,Porvenir,06,277,0277,030,000,Buenos Aires,FLORENTINO AMEGHINO,Florentino Ameghino,FLORENTINO AMEGHINO,Florentino Ameghino,0,,LS,-34.952229218399900,-62.217422988700000,INDEC,,CUARTA,6063
062800280005000,062800280005000,CENTINELA DEL MAR,Centinela Del Mar,06,280,0280,005,000,Buenos Aires,GENERAL ALVARADO,General Alvarado,GENERAL ALVARADO,General Alvarado,0,,LS,-38.434880636700000,-58.216863731499900,INDEC,,QUINTA,
062800280010000,062800280010000,COMANDANTE NICANOR OTAMENDI,Comandante Nicanor Otamendi,06,280,0280,010,000,Buenos Aires,GENERAL ALVARADO,General Alvarado,GENERAL ALVARADO,General Alvarado,0,,LS,-38.111933511899900,-57.841535312200000,INDEC,,QUINTA,7603
062800280020000,062800280020000,MAR DEL SUR,Mar Del Sur,06,280,0280,020,000,Buenos Aires,GENERAL ALVARADO,General Alvarado,GENERAL ALVARADO,General Alvarado,0,,LS,-38.344688153299900,-57.992039306599900,INDEC,,QUINTA,
062800280030000,062800280030000,MECHONGUE,Mechongue,06,280,0280,030,000,Buenos Aires,GENERAL ALVARADO,General Alvarado,GENERAL ALVARADO,General Alvarado,0,,LS,-38.148654513799900,-58.223012106600000,INDEC,,QUINTA,7605
062870287010000,062870287010000,GENERAL ALVEAR,General Alvear,06,287,0287,010,000,Buenos Aires,GENERAL ALVEAR,General Alvear,GENERAL ALVEAR,General Alvear,0,,LS,-36.022938434099900,-60.014793572700000,INDEC,,SEPTIMA,7263
062940294010000,062940294010000,ARRIBEÑOS,Arribeños,06,294,0294,010,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.210154256599900,-61.354857797900000,INDEC,,CUARTA,
062940294020000,062940294020000,ASCENSION,Ascension,06,294,0294,020,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.236875898000000,-61.103613881100000,INDEC,,CUARTA,
062940294030000,062940294030000,ESTACION ARENALES,Estacion Arenales,06,294,0294,030,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.269845592300000,-61.292671812999900,INDEC,,CUARTA,
062940294040000,062940294040000,FERRE,Ferre,06,294,0294,040,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.125038381400000,-61.132654886499900,INDEC,,CUARTA,6003
062940294050000,062940294050000,GENERAL ARENALES,General Arenales,06,294,0294,050,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.304467971100000,-61.305627778800000,INDEC,,CUARTA,6005
062940294060000,062940294060000,LA ANGELITA,La Angelita,06,294,0294,060,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.260874072699900,-60.968598822399900,INDEC,,CUARTA,6003
062940294070000,062940294070000,LA TRINIDAD,La Trinidad,06,294,0294,070,000,Buenos Aires,GENERAL ARENALES,General Arenales,GENERAL ARENALES,General Arenales,0,,LS,-34.106854943000000,-61.131702071399900,INDEC,,CUARTA,6003
063010301010000,063010301010000,GENERAL BELGRANO,General Belgrano,06,301,0301,010,000,Buenos Aires,GENERAL BELGRANO,General Belgrano,GENERAL BELGRANO,General Belgrano,0,,LS,-35.769457735800000,-58.494461510199900,INDEC,,QUINTA,7223
063010301020000,063010301020000,GORCHS,Gorchs,06,301,0301,020,000,Buenos Aires,GENERAL BELGRANO,General Belgrano,GENERAL BELGRANO,General Belgrano,0,,LS,-35.673372962899900,-58.958299956899900,INDEC,,QUINTA,7226
063080308010000,063080308010000,GENERAL GUIDO,General Guido,06,308,0308,010,000,Buenos Aires,GENERAL GUIDO,General Guido,GENERAL GUIDO,General Guido,0,,LS,-36.643165177699900,-57.790501903699900,INDEC,,QUINTA,7118
063080308020000,063080308020000,LABARDEN,Labarden,06,308,0308,020,000,Buenos Aires,GENERAL GUIDO,General Guido,GENERAL GUIDO,General Guido,0,,LS,-36.948966850900000,-58.103567181899900,INDEC,,QUINTA,7161
063220322010000,063220322010000,GENERAL LA MADRID,General La Madrid,06,322,0322,010,000,Buenos Aires,GENERAL LA MADRID,General La Madrid,GENERAL LA MADRID,General La Madrid,0,,LS,-37.250399247600000,-61.259579412599900,INDEC,,SEXTA,
063220322020000,063220322020000,LA COLINA,La Colina,06,322,0322,020,000,Buenos Aires,GENERAL LA MADRID,General La Madrid,GENERAL LA MADRID,General La Madrid,0,,LS,-37.360769023499900,-61.534848787100000,INDEC,,SEXTA,7408
063220322030000,063220322030000,LAS MARTINETAS,Las Martinetas,06,322,0322,030,000,Buenos Aires,GENERAL LA MADRID,General La Madrid,GENERAL LA MADRID,General La Madrid,0,,LS,-37.198081354300000,-61.122042403199900,INDEC,,SEXTA,7406
063220322040000,063220322040000,LIBANO,Libano,06,322,0322,040,000,Buenos Aires,GENERAL LA MADRID,General La Madrid,GENERAL LA MADRID,General La Madrid,0,,LS,-37.533621384400000,-61.286575008699900,INDEC,,SEXTA,7407
063220322050000,063220322050000,PONTAUT,Pontaut,06,322,0322,050,000,Buenos Aires,GENERAL LA MADRID,General La Madrid,GENERAL LA MADRID,General La Madrid,0,,LS,-37.731769903400000,-61.323095717000000,INDEC,,SEXTA,7535
063290329010000,063290329010000,GENERAL HORNOS,General Hornos,06,329,0329,010,000,Buenos Aires,GENERAL LAS HERAS,General Las Heras,GENERAL LAS HERAS,General Las Heras,0,,LS,-34.893776334499900,-58.917221531899900,INDEC,,PRIMERA,1739
063290329020000,063290329020000,GENERAL LAS HERAS,General Las Heras,06,329,0329,020,000,Buenos Aires,GENERAL LAS HERAS,General Las Heras,GENERAL LAS HERAS,General Las Heras,0,,LS,-34.926773907399900,-58.945340785100000,INDEC,,PRIMERA,1741
063290329030000,063290329030000,LA CHOZA,La Choza,06,329,0329,030,000,Buenos Aires,GENERAL LAS HERAS,General Las Heras,GENERAL LAS HERAS,General Las Heras,0,,LS,-34.782990827600000,-59.109564769300000,INDEC,,PRIMERA,1737
063290329050000,063290329050000,PLOMER,Plomer,06,329,0329,050,000,Buenos Aires,GENERAL LAS HERAS,General Las Heras,GENERAL LAS HERAS,General Las Heras,0,,LS,-34.794119366799900,-59.027975693599900,INDEC,,PRIMERA,1733
063290329060000,063290329060000,VILLARS,Villars,06,329,0329,060,000,Buenos Aires,GENERAL LAS HERAS,General Las Heras,GENERAL LAS HERAS,General Las Heras,0,,LS,-34.830024195000000,-58.942258940199900,INDEC,,PRIMERA,1731
063360336020000,063360336020000,GENERAL LAVALLE,General Lavalle,06,336,0336,020,000,Buenos Aires,GENERAL LAVALLE,General Lavalle,GENERAL LAVALLE,General Lavalle,0,,LS,-36.408085187200000,-56.943355333500000,INDEC,,QUINTA,7103
063360336030000,063360336030000,PAVON,Pavon,06,336,0336,030,000,Buenos Aires,GENERAL LAVALLE,General Lavalle,GENERAL LAVALLE,General Lavalle,0,,LS,-36.708953772699900,-56.759843361800000,INDEC,,QUINTA,2812
063430343010000,063430343010000,BARRIO RIO SALADO,Barrio Rio Salado,06,343,0343,010,000,Buenos Aires,GENERAL PAZ,General Paz,GENERAL PAZ,General Paz,0,,LS,-35.693637758300000,-58.447313612499900,INDEC,,QUINTA,
063430343020000,063430343020000,LOMA VERDE,Loma Verde,06,343,0343,020,000,Buenos Aires,GENERAL PAZ,General Paz,GENERAL PAZ,General Paz,0,,LS,-35.274749012599900,-58.404170189399900,INDEC,,QUINTA,1625
063430343030000,063430343030000,RANCHOS,Ranchos,06,343,0343,030,000,Buenos Aires,GENERAL PAZ,General Paz,GENERAL PAZ,General Paz,0,,LS,-35.517352023400000,-58.318424714899900,INDEC,,QUINTA,1987
063430343040000,063430343040000,VILLANUEVA,Villanueva,06,343,0343,040,000,Buenos Aires,GENERAL PAZ,General Paz,GENERAL PAZ,General Paz,0,,LS,-35.677627105100000,-58.435092316800000,INDEC,,QUINTA,7225
063510351010000,063510351010000,COLONIA SAN RICARDO,Colonia San Ricardo,06,351,0351,010,000,Buenos Aires,GENERAL PINTO,General Pinto,GENERAL PINTO,General Pinto,0,,LS,-34.416213730199900,-61.928014174899900,INDEC,,CUARTA,
063510351020000,063510351020000,GENERAL PINTO,General Pinto,06,351,0351,020,000,Buenos Aires,GENERAL PINTO,General Pinto,GENERAL PINTO,General Pinto,0,,LS,-34.764155990699900,-61.890067492000000,INDEC,,CUARTA,6050
063510351030000,063510351030000,GERMANIA,Germania,06,351,0351,030,000,Buenos Aires,GENERAL PINTO,General Pinto,GENERAL PINTO,General Pinto,0,,LS,-34.576111833299900,-62.051830689399900,INDEC,,CUARTA,6053
063510351035000,063510351035000,GUNTHER,Gunther,06,351,0351,035,000,Buenos Aires,GENERAL PINTO,General Pinto,GENERAL PINTO,General Pinto,0,,LS,-34.599499530800000,-61.916498908199900,INDEC,,CUARTA,6053
063510351040000,063510351040000,VILLA FRANCIA,Villa Francia,06,351,0351,040,000,Buenos Aires,GENERAL PINTO,General Pinto,GENERAL PINTO,General Pinto,0,,LS,-34.791316021199900,-62.201109068599900,INDEC,,CUARTA,6058
063510351050000,063510351050000,VILLA ROTH,Villa Roth,06,351,0351,050,000,Buenos Aires,GENERAL PINTO,General Pinto,GENERAL PINTO,General Pinto,0,,LS,-34.579830227899900,-62.171048923400000,INDEC,,CUARTA,
063570357020000,063570357020000,BARRIO EL BOQUERON,Barrio El Boqueron,06,357,0357,020,000,Buenos Aires,GENERAL PUEYRREDON,General Pueyrredón,GENERAL PUEYRREDON,General Pueyrredón,0,,LS,-38.029722916300000,-57.799548504999900,INDEC,,QUINTA,
063570357050000,063570357050000,BARRIO LA GLORIA,Barrio La Gloria,06,357,0357,050,000,Buenos Aires,GENERAL PUEYRREDON,General Pueyrredón,GENERAL PUEYRREDON,General Pueyrredón,0,,LS,-37.906826830299900,-57.785886064000000,INDEC,,QUINTA,
063570357060000,063570357060000,BARRIO SANTA  PAULA,Barrio Santa  Paula,06,357,0357,060,000,Buenos Aires,GENERAL PUEYRREDON,General Pueyrredón,GENERAL PUEYRREDON,General Pueyrredón,0,,LS,-37.931715784100000,-57.683162032900000,INDEC,,QUINTA,
063570357070000,063570357070000,BATAN,Batan,06,357,0357,070,000,Buenos Aires,GENERAL PUEYRREDON,General Pueyrredón,GENERAL PUEYRREDON,General Pueyrredón,0,,LS,-38.008621155699900,-57.708550040299900,INDEC,,QUINTA,
063570357080000,063570357080000,CHAPADMALAL,Chapadmalal,06,357,0357,080,000,Buenos Aires,GENERAL PUEYRREDON,General Pueyrredón,GENERAL PUEYRREDON,General Pueyrredón,0,,LS,-38.175777927600000,-57.651339000299900,INDEC,,QUINTA,
063570357100000,063570357100000,ESTACION CHAPADMALAL,Estacion Chapadmalal,06,357,0357,100,000,Buenos Aires,GENERAL PUEYRREDON,General Pueyrredón,GENERAL PUEYRREDON,General Pueyrredón,0,,LS,-38.036727731399900,-57.712989739900000,INDEC,,QUINTA,
063640364010000,063640364010000,BARRIO RUTA 24 KILOMETRO 10,Barrio Ruta 24 Kilometro 10,06,364,0364,010,000,Buenos Aires,GENERAL RODRIGUEZ,General Rodriguez,GENERAL RODRIGUEZ,General Rodriguez,3,,LS,-34.688215947300000,-58.957429713700000,INDEC,,PRIMERA,
