Codigo Asentamiento,Codigo,Nombre Asentamiento,Nombre Asentamiento Min,Codigo Provincia,Codigo Departamento,Codigo Municipio,Codigo Localidad,Codigo Asentamiento Humano,Provincia,Departamento,Departamento Min,Municipio,Municipio Min,Cordon,Cuenca,Tipo Asentamiento,Lat,Lng,Fuente,Observaciones,Seccion Electoral,Cp
020010001010001,020010001010001,CONSTITUCION,Constitucion,02,001,0001,010,001,CABA,COMUNA 1,Comuna 1,COMUNA 1,Comuna 1,0,,E,-34.625047864199900,-58.384387226400000,INDEC,,,
020010001010002,020010001010002,MONSERRAT,Monserrat,02,001,0001,010,002,CABA,COMUNA 1,Comuna 1,COMUNA 1,Comuna 1,0,,E,-34.612688082200000,-58.379652044799900,INDEC,,,
020010001010003,020010001010003,PUERTO MADERO,Puerto Madero,02,001,0001,010,003,CABA,COMUNA 1,Comuna 1,COMUNA 1,Comuna 1,0,,E,-34.609216193300000,-58.356380915199900,INDEC,,,
020010001010004,020010001010004,RETIRO,Retiro,02,001,0001,010,004,CABA,COMUNA 1,Comuna 1,COMUNA 1,Comuna 1,0,,E,-34.588424342899900,-58.375935913200000,INDEC,,,
020010001010005,020010001010005,SAN NICOLAS,San Nicolas,02,001,0001,010,005,CABA,COMUNA 1,Comuna 1,COMUNA 1,Comuna 1,0,,E,-34.603668319199900,-58.380514325599900,INDEC,,,
020010001010006,020010001010006,SAN TELMO,San Telmo,02,001,0001,010,006,CABA,COMUNA 1,Comuna 1,COMUNA 1,Comuna 1,0,,E,-34.621520011599900,-58.371545387600000,INDEC,,,
020020001010001,020020001010001,RECOLETA,Recoleta,02,002,0001,010,001,CABA,COMUNA 2,Comuna 2,COMUNA 2,Comuna 2,0,,E,-34.585876007800000,-58.394996180299900,INDEC,,,
020030001010001,020030001010001,BALVANERA,Balvanera,02,003,0001,010,001,CABA,COMUNA 3,Comuna 3,COMUNA 3,Comuna 3,0,,E,-34.609099773799900,-58.403062519599900,INDEC,,,
020030001010002,020030001010002,SAN CRISTOBAL,San Cristobal,02,003,0001,010,002,CABA,COMUNA 3,Comuna 3,COMUNA 3,Comuna 3,0,,E,-34.623864473499900,-58.401885798000000,INDEC,,,
020040001010001,020040001010001,BARRACAS,Barracas,02,004,0001,010,001,CABA,COMUNA 4,Comuna 4,COMUNA 4,Comuna 4,0,,E,-34.646413550799900,-58.384271032000000,INDEC,,,
020040001010002,020040001010002,BOCA,Boca,02,004,0001,010,002,CABA,COMUNA 4,Comuna 4,COMUNA 4,Comuna 4,0,,E,-34.631070072000000,-58.356830410999900,INDEC,,,
020040001010003,020040001010003,NUEVA POMPEYA,Nueva Pompeya,02,004,0001,010,003,CABA,COMUNA 4,Comuna 4,COMUNA 4,Comuna 4,0,,E,-34.650550196399900,-58.418855008999900,INDEC,,,
020040001010004,020040001010004,PARQUE PATRICIOS,Parque Patricios,02,004,0001,010,004,CABA,COMUNA 4,Comuna 4,COMUNA 4,Comuna 4,0,,E,-34.637549640700000,-58.401675620699900,INDEC,,,
020050001010001,020050001010001,ALMAGRO,Almagro,02,005,0001,010,001,CABA,COMUNA 5,Comuna 5,COMUNA 5,Comuna 5,0,,E,-34.609227689100000,-58.421745225400000,INDEC,,,
020050001010002,020050001010002,BOEDO,Boedo,02,005,0001,010,002,CABA,COMUNA 5,Comuna 5,COMUNA 5,Comuna 5,0,,E,-34.629960008099900,-58.418840373800000,INDEC,,,
020060001010001,020060001010001,CABALLITO,Caballito,02,006,0001,010,001,CABA,COMUNA 6,Comuna 6,COMUNA 6,Comuna 6,0,,E,-34.616825499699900,-58.443603110399900,INDEC,,,
020070001010001,020070001010001,FLORES,Flores,02,007,0001,010,001,CABA,COMUNA 7,Comuna 7,COMUNA 7,Comuna 7,0,,E,-34.636807079599900,-58.458269851499900,INDEC,,,
020070001010002,020070001010002,PARQUE CHACABUCO,Parque Chacabuco,02,007,0001,010,002,CABA,COMUNA 7,Comuna 7,COMUNA 7,Comuna 7,0,,E,-34.635939227500000,-58.437695601999900,INDEC,,,
020080001010001,020080001010001,VILLA LUGANO,Villa Lugano,02,008,0001,010,001,CABA,COMUNA 8,Comuna 8,COMUNA 8,Comuna 8,0,,E,-34.674993579300000,-58.476162984500000,INDEC,,,
020080001010002,020080001010002,VILLA RIACHUELO,Villa Riachuelo,02,008,0001,010,002,CABA,COMUNA 8,Comuna 8,COMUNA 8,Comuna 8,0,,E,-34.691895527000000,-58.463251939300000,INDEC,,,
020080001010003,020080001010003,VILLA SOLDATI,Villa Soldati,02,008,0001,010,003,CABA,COMUNA 8,Comuna 8,COMUNA 8,Comuna 8,0,,E,-34.665468844499900,-58.446522525299900,INDEC,,,
020090001010001,020090001010001,LINIERS,Liniers,02,009,0001,010,001,CABA,COMUNA 9,Comuna 9,COMUNA 9,Comuna 9,0,,E,-34.643796083500000,-58.519129895799900,INDEC,,,
020090001010002,020090001010002,MATADEROS,Mataderos,02,009,0001,010,002,CABA,COMUNA 9,Comuna 9,COMUNA 9,Comuna 9,0,,E,-34.658368288600000,-58.501731952100000,INDEC,,,
020090001010003,020090001010003,PARQUE AVELLANEDA,Parque Avellaneda,02,009,0001,010,003,CABA,COMUNA 9,Comuna 9,COMUNA 9,Comuna 9,0,,E,-34.648641286800000,-58.476456403500000,INDEC,,,
020100001010001,020100001010001,FLORESTA,Floresta,02,010,0001,010,001,CABA,COMUNA 10,Comuna 10,COMUNA 10,Comuna 10,0,,E,-34.627686290600000,-58.483587278400000,INDEC,,,
020100001010002,020100001010002,MONTE CASTRO,Monte Castro,02,010,0001,010,002,CABA,COMUNA 10,Comuna 10,COMUNA 10,Comuna 10,0,,E,-34.619297482699900,-58.506580339099900,INDEC,,,
020100001010003,020100001010003,VELEZ SARSFIELD,Velez Sarsfield,02,010,0001,010,003,CABA,COMUNA 10,Comuna 10,COMUNA 10,Comuna 10,0,,E,-34.631361022199900,-58.493276996900000,INDEC,,,
020100001010004,020100001010004,VERSALLES,Versalles,02,010,0001,010,004,CABA,COMUNA 10,Comuna 10,COMUNA 10,Comuna 10,0,,E,-34.630123461799900,-58.522401748299900,INDEC,,,
020100001010005,020100001010005,VILLA LURO,Villa Luro,02,010,0001,010,005,CABA,COMUNA 10,Comuna 10,COMUNA 10,Comuna 10,0,,E,-34.636412778400000,-58.502728805099900,INDEC,,,
020100001010006,020100001010006,VILLA REAL,Villa Real,02,010,0001,010,006,CABA,COMUNA 10,Comuna 10,COMUNA 10,Comuna 10,0,,E,-34.619483133700000,-58.525986072899900,INDEC,,,
020110001010001,020110001010001,VILLA DEL PARQUE,Villa Del Parque,02,011,0001,010,001,CABA,COMUNA 11,Comuna 11,COMUNA 11,Comuna 11,0,,E,-34.604246300400000,-58.490676432400000,INDEC,,,
020110001010002,020110001010002,VILLA DEVOTO,Villa Devoto,02,011,0001,010,002,CABA,COMUNA 11,Comuna 11,COMUNA 11,Comuna 11,0,,E,-34.602380313700000,-58.514243710099900,INDEC,,,
020110001010003,020110001010003,VILLA GENERAL MITRE,Villa General Mitre,02,011,0001,010,003,CABA,COMUNA 11,Comuna 11,COMUNA 11,Comuna 11,0,,E,-34.610028950800000,-58.468942554100000,INDEC,,,
020110001010004,020110001010004,VILLA SANTA RITA,Villa Santa Rita,02,011,0001,010,004,CABA,COMUNA 11,Comuna 11,COMUNA 11,Comuna 11,0,,E,-34.616193620200000,-58.482957351800000,INDEC,,,
020120001010001,020120001010001,COGHLAN,Coghlan,02,012,0001,010,001,CABA,COMUNA 12,Comuna 12,COMUNA 12,Comuna 12,0,,E,-34.560625134500000,-58.474944745899900,INDEC,,,
020120001010002,020120001010002,SAAVEDRA,Saavedra,02,012,0001,010,002,CABA,COMUNA 12,Comuna 12,COMUNA 12,Comuna 12,0,,E,-34.553063289599900,-58.488726666799900,INDEC,,,
020120001010003,020120001010003,VILLA PUEYRREDON,Villa Pueyrredon,02,012,0001,010,003,CABA,COMUNA 12,Comuna 12,COMUNA 12,Comuna 12,0,,E,-34.582110449600000,-58.503484879299900,INDEC,,,
020120001010004,020120001010004,VILLA URQUIZA,Villa Urquiza,02,012,0001,010,004,CABA,COMUNA 12,Comuna 12,COMUNA 12,Comuna 12,0,,E,-34.571541130299900,-58.487856059700000,INDEC,,,
020130001010001,020130001010001,BELGRANO,Belgrano,02,013,0001,010,001,CABA,COMUNA 13,Comuna 13,COMUNA 13,Comuna 13,0,,E,-34.554881524000000,-58.450289094699900,INDEC,,,
020130001010002,020130001010002,COLEGIALES,Colegiales,02,013,0001,010,002,CABA,COMUNA 13,Comuna 13,COMUNA 13,Comuna 13,0,,E,-34.574642744199900,-58.450968204500000,INDEC,,,
020130001010003,020130001010003,NUÑEZ,Nuñez,02,013,0001,010,003,CABA,COMUNA 13,Comuna 13,COMUNA 13,Comuna 13,0,,E,-34.543737660700000,-58.462857546999900,INDEC,,,
020140001010001,020140001010001,PALERMO,Palermo,02,014,0001,010,001,CABA,COMUNA 14,Comuna 14,COMUNA 14,Comuna 14,0,,E,-34.573899983600000,-58.422436452299900,INDEC,,,
020150001010001,020150001010001,AGRONOMIA,Agronomia,02,015,0001,010,001,CABA,COMUNA 15,Comuna 15,COMUNA 15,Comuna 15,0,,E,-34.592944247299900,-58.488671415500000,INDEC,,,
020150001010002,020150001010002,CHACARITA,Chacarita,02,015,0001,010,002,CABA,COMUNA 15,Comuna 15,COMUNA 15,Comuna 15,0,,E,-34.588373073000000,-58.454174856900000,INDEC,,,
020150001010003,020150001010003,PARQUE CHAS,Parque Chas,02,015,0001,010,003,CABA,COMUNA 15,Comuna 15,COMUNA 15,Comuna 15,0,,E,-34.585521897800000,-58.479122610899900,INDEC,,,
020150001010004,020150001010004,PATERNAL,Paternal,02,015,0001,010,004,CABA,COMUNA 15,Comuna 15,COMUNA 15,Comuna 15,0,,E,-34.597422042600000,-58.468665294099900,INDEC,,,
020150001010005,020150001010005,VILLA CRESPO,Villa Crespo,02,015,0001,010,005,CABA,COMUNA 15,Comuna 15,COMUNA 15,Comuna 15,0,,E,-34.598834406300000,-58.442722141300000,INDEC,,,
020150001010006,020150001010006,VILLA ORTUZAR,Villa Ortuzar,02,015,0001,010,006,CABA,COMUNA 15,Comuna 15,COMUNA 15,Comuna 15,0,,E,-34.580974113899900,-58.467651666400000,INDEC,,,
060280028010001,060280028010001,ADROGUE,Adrogue,06,028,0028,010,001,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.801558073700000,-58.391467719200000,INDEC,,TERCERA,1846
060280028010002,060280028010002,BURZACO,Burzaco,06,028,0028,010,002,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.831541589200000,-58.398687487099900,INDEC,,TERCERA,1852
060280028010003,060280028010003,CLAYPOLE,Claypole,06,028,0028,010,003,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.804475908000000,-58.344782553100000,INDEC,,TERCERA,1849
060280028010004,060280028010004,DON ORIONE,Don Orione,06,028,0028,010,004,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.821075164299900,-58.344745799000000,INDEC,,TERCERA,
060280028010005,060280028010005,GLEW,Glew,06,028,0028,010,005,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.886011418000000,-58.381830184300000,INDEC,,TERCERA,1856
060280028010006,060280028010006,JOSE MARMOL,Jose Marmol,06,028,0028,010,006,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.785144251100000,-58.368147560399900,INDEC,,TERCERA,1846
060280028010007,060280028010007,LONGCHAMPS,Longchamps,06,028,0028,010,007,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.860945025600000,-58.389147692199900,INDEC,,TERCERA,1854
060280028010008,060280028010008,MALVINAS ARGENTINAS,Malvinas Argentinas,06,028,0028,010,008,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.818958317000000,-58.423561060600000,INDEC,,TERCERA,1846
060280028010009,060280028010009,MINISTRO RIVADAVIA,Ministro Rivadavia,06,028,0028,010,009,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.855689500600000,-58.361646542800000,INDEC,,TERCERA,1852
060280028010010,060280028010010,RAFAEL CALZADA,Rafael Calzada,06,028,0028,010,010,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.791136751300000,-58.350598184200000,INDEC,,TERCERA,1847
060280028010011,060280028010011,SAN FRANCISCO SOLANO,San Francisco Solano,06,028,0028,010,011,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.786674357800000,-58.321936352199900,INDEC,,TERCERA,1881
060280028010012,060280028010012,SAN JOSE,San Jose,06,028,0028,010,012,Buenos Aires,ALMIRANTE BROWN,Almirante Brown,ALMIRANTE BROWN,Almirante Brown,2,,E,-34.767377192399900,-58.343277140399900,INDEC,,TERCERA,6665
060350035010001,060350035010001,AREA CINTURON ECOLOGICO,Area Cinturon Ecologico,06,035,0035,010,001,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.675005647799900,-58.310563424800000,INDEC,,TERCERA,
060350035010002,060350035010002,AVELLANEDA,Avellaneda,06,035,0035,010,002,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.662650805900000,-58.365699023300000,INDEC,,TERCERA,1870
060350035010003,060350035010003,CRUCESITA,Crucesita,06,035,0035,010,003,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.669105873500000,-58.357454441199900,INDEC,,TERCERA,1870
060350035010004,060350035010004,DOCK SUD,Dock Sud,06,035,0035,010,004,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.649126692899900,-58.341177476900000,INDEC,,TERCERA,1871
060350035010005,060350035010005,GERLI,Gerli,06,035,0035,010,005,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.684763754099900,-58.372602550300000,INDEC,,TERCERA,1870
060350035010006,060350035010006,PIÑEYRO,Piñeyro,06,035,0035,010,006,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.668549792699900,-58.388602912400000,INDEC,,TERCERA,
060350035010007,060350035010007,SARANDI,Sarandi,06,035,0035,010,007,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.684371664099900,-58.348101313400000,INDEC,,TERCERA,1872
060350035010008,060350035010008,VILLA DOMINICO,Villa Dominico,06,035,0035,010,008,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.698631514900000,-58.336360264699900,INDEC,,TERCERA,1874
060350035010009,060350035010009,WILDE,Wilde,06,035,0035,010,009,Buenos Aires,AVELLANEDA,Avellaneda,AVELLANEDA,Avellaneda,1,,E,-34.706158835600000,-58.321834920900000,INDEC,,TERCERA,1875
060560056010001,060560056010001,BAHIA BLANCA,Bahia Blanca,06,056,0056,010,001,Buenos Aires,BAHIA BLANCA,Bahia Blanca,BAHIA BLANCA,Bahia Blanca,0,,E,-38.711403728500000,-62.256908950200000,INDEC,,SEXTA,8000
060560056010002,060560056010002,GRUNBEIN,Grunbein,06,056,0056,010,002,Buenos Aires,BAHIA BLANCA,Bahia Blanca,BAHIA BLANCA,Bahia Blanca,0,,E,-38.747107950299900,-62.189116690699900,INDEC,,SEXTA,
060560056010003,060560056010003,INGENIERO WHITE,Ingeniero White,06,056,0056,010,003,Buenos Aires,BAHIA BLANCA,Bahia Blanca,BAHIA BLANCA,Bahia Blanca,0,,E,-38.779467041700000,-62.262951248800000,INDEC,,SEXTA,8103
060560056010004,060560056010004,VILLA BORDEAU,Villa Bordeau,06,056,0056,010,004,Buenos Aires,BAHIA BLANCA,Bahia Blanca,BAHIA BLANCA,Bahia Blanca,0,,E,-38.647260509500000,-62.320022341900000,INDEC,,SEXTA,
060560056010005,060560056010005,VILLA ESPORA,Villa Espora,06,056,0056,010,005,Buenos Aires,BAHIA BLANCA,Bahia Blanca,BAHIA BLANCA,Bahia Blanca,0,,E,-38.776506952900000,-62.185183353699900,INDEC,,SEXTA,
060910091010001,060910091010001,BERAZATEGUI,Berazategui,06,091,0091,010,001,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.759749326500000,-58.201964523400000,INDEC,,TERCERA,1884
060910091010002,060910091010002,BERAZATEGUI OESTE,Berazategui Oeste,06,091,0091,010,002,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.780420185899900,-58.241501026100000,INDEC,,TERCERA,
060910091010003,060910091010003,CARLOS TOMAS SOURIGUES,Carlos Tomas Sourigues,06,091,0091,010,003,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.802119221500000,-58.218821249500000,INDEC,,TERCERA,
060910091010004,060910091010004,EL PATO,El Pato,06,091,0091,010,004,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.906755707199900,-58.196699502100000,INDEC,,TERCERA,
060910091010005,060910091010005,GUILLERMO ENRIQUE HUDSON,Guillermo Enrique Hudson,06,091,0091,010,005,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.789759485799900,-58.143969263800000,INDEC,,TERCERA,
060910091010006,060910091010006,JUAN MARIA GUTIERREZ,Juan Maria Gutierrez,06,091,0091,010,006,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.834842076100000,-58.181906112599900,INDEC,,TERCERA,1890
060910091010007,060910091010007,PEREYRA,Pereyra,06,091,0091,010,007,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.847194539100000,-58.139276520499900,INDEC,,TERCERA,1894
060910091010008,060910091010008,PLATANOS,Platanos,06,091,0091,010,008,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.767420182099900,-58.165268600300000,INDEC,,TERCERA,1885
060910091010009,060910091010009,RANELAGH,Ranelagh,06,091,0091,010,009,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.794146850099900,-58.198981563399900,INDEC,,TERCERA,1886
060910091010010,060910091010010,VILLA ESPAÑA,Villa España,06,091,0091,010,010,Buenos Aires,BERAZATEGUI,Berazategui,BERAZATEGUI,Berazategui,2,,E,-34.776063416900000,-58.200253298400000,INDEC,,TERCERA,
060980098010001,060980098010001,BARRIO BANCO PROVINCIA,Barrio Banco Provincia,06,098,0098,010,001,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.875258990100000,-57.855085666299900,INDEC,,TERCERA,
060980098010002,060980098010002,BARRIO EL CARMEN (ESTE),Barrio El Carmen (Este),06,098,0098,010,002,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.929310215100000,-57.885355250600000,INDEC,,TERCERA,
060980098010003,060980098010003,BARRIO UNIVERSITARIO,Barrio Universitario,06,098,0098,010,003,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.902752883399900,-57.927088433300000,INDEC,,TERCERA,
060980098010004,060980098010004,BERISSO,Berisso,06,098,0098,010,004,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.874635368000000,-57.894747231700000,INDEC,,TERCERA,1923
060980098010005,060980098010005,LOS TALAS,Los Talas,06,098,0098,010,005,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.919020922000000,-57.790995496299900,INDEC,,TERCERA,1923
060980098010006,060980098010006,VILLA ARGUELLO,Villa Arguello,06,098,0098,010,006,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.905398188100000,-57.918081507799900,INDEC,,TERCERA,
060980098010007,060980098010007,VILLA DOLORES,Villa Dolores,06,098,0098,010,007,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.880208538399900,-57.866303673300000,INDEC,,TERCERA,
060980098010008,060980098010008,VILLA INDEPENDENCIA,Villa Independencia,06,098,0098,010,008,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.882951974400000,-57.861489269600000,INDEC,,TERCERA,
060980098010009,060980098010009,VILLA NUEVA,Villa Nueva,06,098,0098,010,009,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.895707936199900,-57.910881664500000,INDEC,,TERCERA,
060980098010010,060980098010010,VILLA PORTEÑA,Villa Porteña,06,098,0098,010,010,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.891043310400000,-57.896377397800000,INDEC,,TERCERA,
060980098010011,060980098010011,VILLA PROGRESO,Villa Progreso,06,098,0098,010,011,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.930876612399900,-57.846879988600000,INDEC,,TERCERA,2700
060980098010012,060980098010012,VILLA SAN CARLOS,Villa San Carlos,06,098,0098,010,012,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.883813080499900,-57.877015956400000,INDEC,,TERCERA,
060980098010013,060980098010013,VILLA ZULA,Villa Zula,06,098,0098,010,013,Buenos Aires,BERISSO,Berisso,BERISSO,Berisso,0,,E,-34.922164629800000,-57.800966484100000,INDEC,,TERCERA,
061340134050001,061340134050001,BARRIO BELGRANO,Barrio Belgrano,06,134,0134,050,001,Buenos Aires,CAÑUELAS,Cañuelas,CAÑUELAS,Cañuelas,0,,E,-34.902294156099900,-58.647901017000000,INDEC,,TERCERA,
061340134050002,061340134050002,MAXIMO PAZ,Maximo Paz,06,134,0134,050,002,Buenos Aires,CAÑUELAS,Cañuelas,CAÑUELAS,Cañuelas,0,,E,-34.936456309199900,-58.614395799599900,INDEC,,TERCERA,1812
061820182030002,061820182030002,VILLA DEL MAR,Villa Del Mar,06,182,0182,030,002,Buenos Aires,CORONEL DE MARINA L ROSALES,Coronel De Marina L Rosales,CORONEL DE MARINA L ROSALES,Coronel de Marina L. Rosales,0,,E,-38.853224263100000,-62.116475203999900,INDEC,,SEXTA,8109
062170217010001,062170217010001,CHASCOMUS,Chascomus,06,217,0217,010,001,Buenos Aires,CHASCOMUS,Chascomus,CHASCOMUS,Chascomus,0,,E,-35.574300906799900,-58.000553256400000,INDEC,,QUINTA,7130
062170217010003,062170217010003,BARRIO SAN CAYETANO,Barrio San Cayetano,06,217,0217,010,003,Buenos Aires,CHASCOMUS,Chascomus,CHASCOMUS,Chascomus,0,,E,-35.546681566899900,-58.001325875399900,INDEC,,QUINTA,
062450245010001,062450245010001,DIQUE N 1,Dique N 1,06,245,0245,010,001,Buenos Aires,ENSENADA,Ensenada,ENSENADA,Ensenada,0,,E,-34.875848554800000,-57.933629899400000,INDEC,,TERCERA,
062450245010002,062450245010002,ENSENADA,Ensenada,06,245,0245,010,002,Buenos Aires,ENSENADA,Ensenada,ENSENADA,Ensenada,0,,E,-34.867977020799900,-57.921437924700000,INDEC,,TERCERA,1925
062450245010003,062450245010003,ISLA SANTIAGO (OESTE),Isla Santiago (Oeste),06,245,0245,010,003,Buenos Aires,ENSENADA,Ensenada,ENSENADA,Ensenada,0,,E,-34.837046199100000,-57.899962040900000,INDEC,,TERCERA,
062450245010004,062450245010004,PUNTA LARA,Punta Lara,06,245,0245,010,004,Buenos Aires,ENSENADA,Ensenada,ENSENADA,Ensenada,0,,E,-34.834668939499900,-58.001048187099900,INDEC,,TERCERA,1931
062450245010005,062450245010005,VILLA CATELA,Villa Catela,06,245,0245,010,005,Buenos Aires,ENSENADA,Ensenada,ENSENADA,Ensenada,0,,E,-34.884600148099900,-57.951129025500000,INDEC,,TERCERA,
062520252010001,062520252010001,BELEN DE ESCOBAR,Belen De Escobar,06,252,0252,010,001,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.351670413000000,-58.783252674300000,INDEC,,PRIMERA,1625
062520252010002,062520252010002,EL CAZADOR,El Cazador,06,252,0252,010,002,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.303490490199900,-58.781127456000000,INDEC,,PRIMERA,
062520252010003,062520252010003,GARIN,Garin,06,252,0252,010,003,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.428785229200000,-58.736173259700000,INDEC,,PRIMERA,1619
062520252010004,062520252010004,INGENIERO MASCHWITZ,Ingeniero Maschwitz,06,252,0252,010,004,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.379000633200000,-58.730334241199900,INDEC,,PRIMERA,1623
062520252010005,062520252010005,LOMA VERDE,Loma Verde,06,252,0252,010,005,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.328523489100000,-58.850699772799900,INDEC,,PRIMERA,1625
062520252010006,062520252010006,MATHEU,Matheu,06,252,0252,010,006,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.368877966600000,-58.840229187900000,INDEC,,PRIMERA,1627
062520252010007,062520252010007,MAQUINISTA F. SAVIO ESTE,Maquinista F. Savio Este,06,252,0252,010,007,Buenos Aires,ESCOBAR,Escobar,ESCOBAR,Escobar,3,,E,-34.396488833600000,-58.762945883000000,INDEC,,PRIMERA,
062600260010001,062600260010001,CANNING,Canning,06,260,0260,010,001,Buenos Aires,ESTEBAN ECHEVERRIA,Esteban Echeverria,ESTEBAN ECHEVERRIA,Esteban Echeverria,2,,E,-34.884979135099900,-58.477809937200000,INDEC,,TERCERA,1804
062600260010002,062600260010002,EL JAGUEL,El Jaguel,06,260,0260,010,002,Buenos Aires,ESTEBAN ECHEVERRIA,Esteban Echeverria,ESTEBAN ECHEVERRIA,Esteban Echeverria,2,,E,-34.830450504100000,-58.494869419899900,INDEC,,TERCERA,2707
062600260010003,062600260010003,LUIS GUILLON,Luis Guillon,06,260,0260,010,003,Buenos Aires,ESTEBAN ECHEVERRIA,Esteban Echeverria,ESTEBAN ECHEVERRIA,Esteban Echeverria,2,,E,-34.800196436000000,-58.453096405300000,INDEC,,TERCERA,1838
062600260010004,062600260010004,MONTE GRANDE,Monte Grande,06,260,0260,010,004,Buenos Aires,ESTEBAN ECHEVERRIA,Esteban Echeverria,ESTEBAN ECHEVERRIA,Esteban Echeverria,2,,E,-34.819136863099900,-58.472694760400000,INDEC,,TERCERA,1842
062600260010005,062600260010005,9 DE ABRIL,9 De Abril,06,260,0260,010,005,Buenos Aires,ESTEBAN ECHEVERRIA,Esteban Echeverria,ESTEBAN ECHEVERRIA,Esteban Echeverria,2,,E,-34.756507576799900,-58.490292351000000,INDEC,,TERCERA,1776
062660266060001,062660266060001,EL REMANSO,El Remanso,06,266,0266,060,001,Buenos Aires,EXALTACION DE LA CRUZ,Exaltacion De La Cruz,EXALTACION DE LA CRUZ,Exaltacion de La Cruz,0,,E,-34.414947739399900,-59.086281182400000,INDEC,,SEGUNDA,
062660266060002,062660266060002,PARADA ROBLES,Parada Robles,06,266,0266,060,002,Buenos Aires,EXALTACION DE LA CRUZ,Exaltacion De La Cruz,EXALTACION DE LA CRUZ,Exaltacion de La Cruz,0,,E,-34.373626695900000,-59.139354021599900,INDEC,,SEGUNDA,6703
